ano;RISP;AISP;CISP;munic;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_interv_policial;estupro;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;sequestro_relampago;estelionato;recuperacao_veiculos;pol_militares_mortos_serv;pol_civis_mortos_serv
2008;1;3;25;Rio de Janeiro;Capital;45;0;3;27;19;1275;594;41;56;27;0;205;617;1;1
2008;1;3;26;Rio de Janeiro;Capital;25;1;2;15;11;1083;434;24;29;5;3;109;144;0;0
2008;1;3;44;Rio de Janeiro;Capital;43;0;8;9;15;1160;937;83;52;8;0;142;379;0;0
2008;1;4;17;Rio de Janeiro;Capital;20;1;5;9;22;1345;338;46;59;5;4;158;539;1;0
2008;1;5;1;Rio de Janeiro;Capital;6;0;2;0;13;1521;37;54;59;1;0;1371;37;0;0
2008;1;5;4;Rio de Janeiro;Capital;25;3;4;7;16;1309;107;20;32;3;0;149;107;1;0
2008;1;6;18;Rio de Janeiro;Capital;13;1;2;3;8;1353;388;14;61;5;1;205;118;0;0
2008;1;6;19;Rio de Janeiro;Capital;20;1;5;9;24;1327;460;66;71;16;6;501;287;0;0
2008;1;6;20;Rio de Janeiro;Capital;39;1;4;16;17;1451;661;40;75;7;2;330;330;0;0
2008;1;13;5;Rio de Janeiro;Capital;11;1;3;0;17;2034;66;58;59;17;0;585;111;2;0
2008;1;16;22;Rio de Janeiro;Capital;75;2;4;80;39;2140;724;109;144;18;0;228;524;1;1
2008;1;16;38;Rio de Janeiro;Capital;53;0;2;37;44;1516;856;178;87;14;0;229;656;0;0
2008;1;17;37;Rio de Janeiro;Capital;34;1;5;11;37;968;415;13;32;9;0;450;195;0;0
2008;1;19;12;Rio de Janeiro;Capital;1;0;0;13;8;808;29;8;74;18;3;401;61;0;0
2008;1;19;13;Rio de Janeiro;Capital;2;0;0;4;9;676;31;2;51;6;0;381;21;0;0
2008;1;22;21;Rio de Janeiro;Capital;90;4;4;47;40;2510;1222;175;121;12;0;355;1309;4;0
2008;1;23;14;Rio de Janeiro;Capital;5;0;1;2;11;965;127;3;69;16;2;539;88;0;0
2008;1;23;15;Rio de Janeiro;Capital;24;0;2;11;14;384;93;9;33;14;0;155;129;3;0
2008;2;9;27;Rio de Janeiro;Capital;75;0;5;29;23;2229;1147;41;93;14;0;395;399;0;0
2008;2;9;28;Rio de Janeiro;Capital;23;0;2;9;27;1126;326;19;59;10;1;244;131;0;0
2008;2;9;29;Rio de Janeiro;Capital;92;1;0;33;21;2111;517;46;100;17;0;491;308;0;0
2008;2;9;30;Rio de Janeiro;Capital;48;1;0;18;28;1169;380;23;32;13;0;160;260;0;0
2008;2;9;39;Rio de Janeiro;Capital;164;0;6;78;45;1821;947;274;46;11;3;153;903;2;0
2008;2;9;40;Rio de Janeiro;Capital;44;0;1;29;17;1487;578;103;51;6;0;111;444;0;0
2008;2;14;31;Rio de Janeiro;Capital;36;0;3;2;11;483;301;9;12;5;0;34;20;0;0
2008;2;14;33;Rio de Janeiro;Capital;115;0;7;38;51;1797;685;54;86;14;0;294;514;0;0
2008;2;14;34;Rio de Janeiro;Capital;157;0;5;34;90;2837;1034;74;96;19;0;601;760;0;0
2008;2;18;32;Rio de Janeiro;Capital;85;1;1;25;75;1532;414;56;124;19;1;483;397;0;0
2008;2;18;41;Rio de Janeiro;Capital;20;0;2;4;28;1177;544;19;84;14;0;321;156;0;0
2008;2;27;36;Rio de Janeiro;Capital;220;1;0;29;113;912;219;19;41;9;0;199;317;0;0
2008;2;31;16;Rio de Janeiro;Capital;44;0;3;5;42;1425;532;29;90;46;1;1185;252;0;0
2008;2;39;35;Rio de Janeiro;Capital;222;0;3;10;181;2502;657;56;88;41;2;759;709;0;0
2008;2;39;43;Rio de Janeiro;Capital;56;0;2;1;42;143;38;2;5;6;0;49;61;0;0
2008;3;15;59;Duque de Caxias;Baixada Fluminense;254;1;2;37;152;4526;1482;194;124;25;2;1048;1436;1;0
2008;3;15;60;Duque de Caxias;Baixada Fluminense;198;0;4;22;42;768;636;17;72;23;0;104;91;0;0
2008;3;15;61;Duque de Caxias;Baixada Fluminense;36;1;2;1;16;105;97;8;7;9;0;27;21;0;0
2008;3;15;62;Duque de Caxias;Baixada Fluminense;93;1;4;43;34;641;319;33;39;11;0;57;139;0;0
2008;3;20;52;Nova Iguaçu;Baixada Fluminense;43;1;5;2;70;2198;533;93;69;13;0;457;471;0;0
2008;3;20;53;Mesquita;Baixada Fluminense;53;0;1;23;61;1078;276;35;68;7;0;182;111;0;0
2008;3;20;56;Nova Iguaçu;Baixada Fluminense;126;0;3;41;59;587;343;9;26;12;0;56;53;0;0
2008;3;20;57;Nilópolis;Baixada Fluminense;64;0;2;1;33;1532;423;26;68;12;0;237;214;0;0
2008;3;20;58;Nova Iguaçu;Baixada Fluminense;181;1;8;1;114;986;506;15;77;22;1;143;96;1;0
2008;3;21;64;São João de Meriti;Baixada Fluminense;193;0;5;19;125;2069;815;96;81;27;0;416;566;0;0
2008;3;24;48;Seropédica;Baixada Fluminense;33;0;0;2;27;84;69;15;14;8;0;52;35;0;0
2008;3;24;50;Itaguaí;Baixada Fluminense;64;1;2;9;45;257;75;5;41;23;0;115;84;0;0
2008;3;24;51;Paracambi;Baixada Fluminense;3;1;0;0;21;14;8;2;0;2;0;38;9;0;0
2008;3;24;55;Queimados;Baixada Fluminense;65;0;2;5;77;214;40;9;29;10;0;107;50;0;0
2008;3;24;63;Japeri;Baixada Fluminense;40;1;4;1;30;72;13;3;8;2;0;21;9;0;0
2008;3;34;65;"Magé;Guapimirim";Baixada Fluminense;36;0;0;7;36;153;57;12;23;15;0;115;129;0;0
2008;3;34;66;Magé;Baixada Fluminense;78;1;3;13;32;185;100;5;9;14;0;68;62;1;0
2008;3;40;54;Belford Roxo;Baixada Fluminense;227;1;6;58;130;1453;435;29;71;24;1;297;354;0;0
2008;4;7;72;São Gonçalo;Grande Niterói;111;0;1;16;56;1481;397;101;129;25;3;324;373;0;0
2008;4;7;73;São Gonçalo;Grande Niterói;87;0;4;9;25;1334;372;17;75;18;0;148;254;0;0
2008;4;7;74;São Gonçalo;Grande Niterói;148;0;4;33;78;2602;548;31;101;34;2;244;310;0;0
2008;4;7;75;São Gonçalo;Grande Niterói;87;1;2;4;40;453;183;6;62;16;4;65;67;0;0
2008;4;12;76;Niterói;Grande Niterói;35;0;2;6;25;1968;239;27;92;15;0;726;283;0;0
2008;4;12;77;Niterói;Grande Niterói;4;0;0;8;6;1209;250;7;68;14;0;389;94;0;0
2008;4;12;78;Niterói;Grande Niterói;42;0;0;17;26;890;304;12;56;13;0;111;209;0;0
2008;4;12;79;Niterói;Grande Niterói;29;0;3;9;22;314;120;4;32;27;1;62;64;0;0
2008;4;12;81;Niterói;Grande Niterói;11;0;4;0;18;307;161;4;39;46;12;232;66;0;0
2008;4;12;82;Maricá;Grande Niterói;43;1;7;1;44;176;100;8;46;24;0;68;98;0;0
2008;4;25;118;Araruama;Interior;38;0;1;2;28;104;56;10;25;13;0;145;71;0;0
2008;4;25;124;Saquarema;Interior;36;0;0;1;24;45;19;7;7;10;0;98;47;0;0
2008;4;25;125;São Pedro da Aldeia;Interior;36;0;1;2;29;94;26;5;32;12;0;86;54;0;0
2008;4;25;126;"Cabo Frio;Arraial do Cabo";Interior;112;0;5;3;71;423;71;6;85;30;2;239;120;0;0
2008;4;25;127;Armação dos Búzios;Interior;28;0;0;0;9;33;12;0;15;10;1;85;49;0;0
2008;4;25;129;Iguaba Grande;Interior;5;0;1;0;6;21;19;0;7;3;0;14;9;0;0
2008;4;35;71;"Itaboraí;Tanguá";Interior;95;0;7;12;71;779;209;31;70;29;0;133;180;1;1
2008;4;35;119;Rio Bonito;Interior;5;0;0;1;9;53;21;6;9;9;0;53;45;0;0
2008;4;35;120;Silva Jardim;Interior;8;1;0;0;12;2;9;10;1;4;0;9;8;0;0
2008;4;35;159;Cachoeiras de Macacu;Interior;14;0;0;0;9;17;12;0;4;7;0;30;19;0;0
2008;5;10;88;Barra do Pirai;Interior;15;1;0;0;13;26;7;5;6;5;0;37;21;0;0
2008;5;10;91;Valença;Interior;8;0;1;0;28;18;2;0;2;9;0;52;9;0;0
2008;5;10;92;Rio das Flores;Interior;1;0;0;0;5;2;1;0;0;3;0;3;1;0;0
2008;5;10;94;Piraí;Interior;4;0;0;0;5;7;4;8;2;3;0;12;34;0;0
2008;5;10;95;Vassouras;Interior;5;0;0;0;9;8;11;13;4;2;0;41;10;0;0
2008;5;10;96;"Miguel Pereira;Paty dos Alferes";Interior;10;0;1;0;12;9;3;1;3;5;0;32;22;0;0
2008;5;10;97;Mendes;Interior;4;0;0;0;3;6;3;0;0;2;0;11;4;0;0
2008;5;10;98;Engenheiro Paulo de Frontin;Interior;1;0;1;0;1;2;0;0;2;0;0;6;3;0;0
2008;5;10;101;Pinheiral;Interior;2;0;0;0;13;7;1;0;5;0;0;6;6;0;0
2008;5;10;168;Rio Claro;Interior;2;1;0;1;5;2;5;0;0;0;0;21;8;0;0
2008;5;28;90;Barra Mansa;Interior;40;0;2;0;19;110;25;6;67;14;1;157;142;0;0
2008;5;28;93;Volta Redonda;Interior;70;4;0;1;64;322;61;5;51;17;0;287;115;0;0
2008;5;28;100;"Porto Real;Quatis";Interior;6;0;0;2;6;21;3;3;12;4;0;14;7;0;0
2008;5;33;165;Mangaratiba;Interior;17;0;0;0;18;26;21;1;6;11;0;39;34;0;0
2008;5;33;166;Angra dos Reis;Interior;71;0;1;12;47;91;13;0;20;9;0;237;44;0;0
2008;5;33;167;Paraty;Interior;24;1;0;1;19;21;2;0;24;9;0;57;14;0;0
2008;5;37;89;Resende;Interior;31;1;1;0;48;210;15;11;47;7;1;159;50;0;0
2008;5;37;99;Itatiaia;Interior;9;0;1;0;18;13;3;5;18;1;0;8;5;0;0
2008;6;8;134;Campos dos Goytacazes;Interior;120;0;4;0;53;791;127;28;86;43;0;289;168;0;0
2008;6;8;141;São Fidélis;Interior;3;0;0;0;11;6;3;4;3;2;0;21;13;0;0
2008;6;8;145;São João da Barra;Interior;12;0;0;0;11;12;11;0;2;13;0;21;17;0;0
2008;6;8;146;Campos dos Goytacazes;Interior;88;0;2;2;46;244;75;20;44;18;0;18;105;0;0
2008;6;8;147;São Francisco de Itabapoana;Interior;11;0;0;0;12;15;6;3;3;9;0;22;27;0;0
2008;6;29;138;Laje do Muriaé;Interior;0;0;0;0;4;1;0;0;0;0;0;1;0;0;0
2008;6;29;139;Porciúncula;Interior;2;0;0;0;7;1;0;0;2;1;0;14;3;0;0
2008;6;29;140;"Natividade;Varre-Sai";Interior;0;0;0;0;6;2;2;0;0;1;0;6;1;0;0
2008;6;29;143;"Itaperuna;São José de Ubá";Interior;37;0;6;0;19;40;6;8;21;17;0;80;29;0;0
2008;6;29;144;Bom Jesus de Itabapoana;Interior;1;0;1;0;3;4;0;0;1;4;0;40;1;0;0
2008;6;32;121;Casimiro de Abreu;Interior;4;0;2;0;13;26;13;20;8;11;0;34;34;0;0
2008;6;32;122;Conceição de Macabú;Interior;11;0;0;3;4;6;8;4;8;4;0;12;29;0;0
2008;6;32;123;Macaé;Interior;55;0;6;6;35;445;159;26;39;17;0;141;136;1;1
2008;6;32;123;"Macaé;Quissamã;Carapebus";Interior;46;0;0;0;28;504;86;15;19;14;0;105;88;2;0
2008;6;32;128;Rio das Ostras;Interior;28;1;0;2;35;257;80;14;26;24;0;194;94;0;0
2008;6;32;130;"Quissamã;Carapebus";Interior;3;0;0;0;10;3;6;1;2;1;0;7;4;0;0
2008;6;36;135;Itaocara;Interior;6;0;0;0;7;2;2;0;0;2;0;12;5;0;0
2008;6;36;136;"Santo Antônio de Pádua;Aperibé";Interior;2;0;1;0;11;17;1;2;8;7;0;26;19;0;0
2008;6;36;137;Miracema;Interior;1;0;2;0;11;5;1;1;4;1;0;28;8;0;0
2008;6;36;142;Cambuci;Interior;1;0;0;0;2;1;0;0;0;0;0;6;6;0;0
2008;6;36;155;São Sebastião do Alto;Interior;0;0;0;0;1;1;3;1;1;3;0;6;2;0;0
2008;7;11;151;Nova Friburgo;Interior;53;0;2;1;31;143;18;10;41;15;0;266;137;0;0
2008;7;11;152;Duas Barras;Interior;2;0;0;0;2;2;0;2;0;3;0;5;1;0;0
2008;7;11;153;Cantagalo;Interior;1;0;0;1;5;9;2;0;1;3;0;11;2;0;0
2008;7;11;154;"Cordeiro;Macuco";Interior;3;0;0;0;6;4;0;0;3;1;0;11;20;0;0
2008;7;11;156;Santa Maria Madalena;Interior;2;0;0;0;4;0;3;0;0;2;0;3;5;0;0
2008;7;11;157;Trajano de Morais;Interior;2;0;0;0;1;0;0;0;2;2;0;3;2;0;0
2008;7;11;158;Bom Jardim;Interior;4;0;0;0;5;4;2;0;2;4;0;15;11;0;0
2008;7;26;105;Petrópolis;Interior;28;0;3;2;59;119;23;19;31;12;0;343;54;0;0
2008;7;26;106;Petrópolis;Interior;7;0;0;2;10;19;11;2;12;5;0;46;29;0;0
2008;7;30;104;São José do Vale do Rio Preto;Interior;0;0;0;0;2;2;3;1;1;0;0;8;4;0;0
2008;7;30;110;Teresópolis;Interior;12;1;3;4;36;83;20;12;15;13;0;195;74;0;0
2008;7;30;111;Sumidouro;Interior;0;0;1;0;1;0;4;0;1;2;0;3;5;0;0
2008;7;30;112;Carmo;Interior;4;0;0;0;5;0;1;0;0;0;0;17;3;0;0
2008;7;38;107;Paraíba do Sul;Interior;4;0;0;0;13;10;1;3;4;1;0;28;11;0;0
2008;7;38;108;"Comendador Levy Gasparian;Areal;Três Rios";Interior;12;0;1;0;32;51;13;24;18;9;0;66;37;0;0
2008;7;38;109;Sapucaia;Interior;2;0;0;0;7;2;7;3;4;2;0;13;8;0;0
2009;1;1;6;Rio de Janeiro;Capital;52;1;3;24;17;1018;227;31;68;8;0;144;439;2;1
2009;1;1;7;Rio de Janeiro;Capital;14;0;3;12;6;157;94;9;5;26;0;34;77;0;0
2009;1;2;9;Rio de Janeiro;Capital;21;0;2;12;17;1071;282;33;62;29;1;258;137;0;0
2009;1;2;10;Rio de Janeiro;Capital;8;0;0;6;7;1224;222;17;74;14;0;357;68;0;0
2009;1;3;23;Rio de Janeiro;Capital;26;0;1;4;7;1987;461;20;45;13;1;482;361;0;0
2009;1;3;24;Rio de Janeiro;Capital;40;3;5;4;19;1101;250;28;27;6;0;165;216;0;0
2009;1;3;25;Rio de Janeiro;Capital;47;0;4;22;23;975;516;33;61;10;2;163;499;1;1
2009;1;3;26;Rio de Janeiro;Capital;19;0;1;20;19;890;305;13;31;9;0;87;115;2;0
2009;1;3;44;Rio de Janeiro;Capital;47;1;2;10;14;1067;561;25;42;7;0;117;299;0;0
2009;1;4;17;Rio de Janeiro;Capital;17;0;0;13;19;1270;361;52;57;6;2;172;598;0;0
2009;1;5;1;Rio de Janeiro;Capital;12;0;1;2;6;1788;34;47;59;3;0;1607;44;0;0
2009;1;5;4;Rio de Janeiro;Capital;34;0;0;9;18;1551;122;17;27;1;0;231;116;0;0
2009;1;6;18;Rio de Janeiro;Capital;10;0;4;7;5;1398;377;6;74;10;0;187;107;0;0
2009;1;6;19;Rio de Janeiro;Capital;15;0;1;30;9;1110;387;42;102;30;0;408;193;1;0
2009;1;6;20;Rio de Janeiro;Capital;26;0;2;17;13;1231;531;18;70;15;1;194;252;3;0
2009;1;13;5;Rio de Janeiro;Capital;6;1;1;2;17;2064;69;38;77;10;0;535;112;0;0
2009;1;16;22;Rio de Janeiro;Capital;71;1;1;28;27;1855;569;113;98;10;0;174;503;0;0
2009;1;16;38;Rio de Janeiro;Capital;73;0;8;31;35;1527;747;151;113;9;0;194;603;0;1
2009;1;17;37;Rio de Janeiro;Capital;36;0;1;15;29;757;393;18;36;16;3;317;212;0;0
2009;1;19;12;Rio de Janeiro;Capital;6;0;1;8;21;788;31;7;61;19;0;419;46;0;0
2009;1;19;13;Rio de Janeiro;Capital;4;0;0;6;4;591;24;1;67;21;1;270;24;0;0
2009;1;22;21;Rio de Janeiro;Capital;118;0;7;50;49;2334;901;125;93;17;3;298;1153;5;0
2009;1;23;14;Rio de Janeiro;Capital;6;0;1;4;9;902;107;4;88;14;4;445;106;0;0
2009;1;23;15;Rio de Janeiro;Capital;11;0;1;1;17;365;89;7;23;7;4;180;113;1;0
2009;2;9;27;Rio de Janeiro;Capital;99;0;3;17;31;2324;1077;46;97;20;1;341;435;0;0
2009;2;9;28;Rio de Janeiro;Capital;37;0;0;3;28;1275;307;24;56;7;1;204;166;0;0
2009;2;9;29;Rio de Janeiro;Capital;91;1;2;30;20;2190;389;31;74;6;2;440;280;1;0
2009;2;9;30;Rio de Janeiro;Capital;45;0;4;18;45;1476;325;25;66;8;0;173;213;0;0
2009;2;9;39;Rio de Janeiro;Capital;194;1;5;59;50;2216;1046;212;42;12;1;172;1002;2;0
2009;2;9;40;Rio de Janeiro;Capital;49;0;6;15;20;1666;534;50;50;8;0;84;528;0;0
2009;2;14;31;Rio de Janeiro;Capital;7;0;0;3;8;141;42;5;5;1;1;10;12;0;0
2009;2;14;33;Rio de Janeiro;Capital;131;2;3;30;43;1930;525;33;80;15;1;257;450;1;0
2009;2;14;34;Rio de Janeiro;Capital;116;1;5;71;101;3350;882;63;97;35;0;625;703;0;0
2009;2;18;32;Rio de Janeiro;Capital;78;1;1;4;101;1512;293;24;69;29;1;429;260;0;0
2009;2;18;41;Rio de Janeiro;Capital;17;1;0;5;29;1176;342;2;32;16;6;217;125;0;0
2009;2;27;36;Rio de Janeiro;Capital;227;0;4;43;95;1054;200;17;42;21;0;237;243;0;1
2009;2;31;16;Rio de Janeiro;Capital;28;0;2;2;55;1415;544;33;100;44;17;1059;280;0;1
2009;2;39;35;Rio de Janeiro;Capital;239;0;5;6;173;2527;603;55;133;50;2;779;631;0;2
2009;2;39;43;Rio de Janeiro;Capital;78;0;0;0;44;213;65;4;9;5;0;55;58;0;0
2009;3;15;59;Duque de Caxias;Baixada Fluminense;248;1;9;56;115;4702;1417;209;134;24;0;1068;1233;0;0
2009;3;15;60;Duque de Caxias;Baixada Fluminense;158;0;3;12;58;899;568;15;72;19;2;112;99;0;0
2009;3;15;61;Duque de Caxias;Baixada Fluminense;36;1;2;0;13;126;91;3;13;9;0;29;29;0;0
2009;3;15;62;Duque de Caxias;Baixada Fluminense;81;0;7;70;61;581;260;18;54;7;0;60;140;0;0
2009;3;20;52;Nova Iguaçu;Baixada Fluminense;39;0;1;1;60;2382;521;60;62;16;5;532;543;0;0
2009;3;20;53;Mesquita;Baixada Fluminense;65;0;0;20;52;1146;260;6;31;14;1;177;105;0;0
2009;3;20;56;Nova Iguaçu;Baixada Fluminense;173;0;2;38;79;896;387;6;44;5;1;80;117;0;0
2009;3;20;57;Nilópolis;Baixada Fluminense;66;0;5;1;57;1527;348;14;43;10;0;269;232;0;0
2009;3;20;58;Nova Iguaçu;Baixada Fluminense;209;0;5;6;142;1246;520;7;69;15;0;139;85;0;0
2009;3;21;64;São João de Meriti;Baixada Fluminense;184;2;4;17;144;2691;997;143;116;21;0;448;652;0;0
2009;3;24;48;Seropédica;Baixada Fluminense;25;0;1;0;38;90;50;20;12;8;0;55;34;0;0
2009;3;24;50;Itaguaí;Baixada Fluminense;65;1;1;2;55;330;97;2;36;15;0;130;89;0;0
2009;3;24;51;Paracambi;Baixada Fluminense;4;0;0;0;6;11;10;13;7;0;0;26;4;0;0
2009;3;24;55;Queimados;Baixada Fluminense;57;0;1;0;54;230;46;10;24;8;0;144;61;0;0
2009;3;24;63;Japeri;Baixada Fluminense;28;0;3;0;48;70;11;1;5;11;0;27;22;0;0
2009;3;34;65;"Magé;Guapimirim";Baixada Fluminense;31;1;0;1;56;150;53;22;20;17;1;111;91;0;0
2009;3;34;66;Magé;Baixada Fluminense;66;1;1;10;46;228;141;6;17;8;0;85;63;0;0
2009;3;40;54;Belford Roxo;Baixada Fluminense;246;2;3;40;93;1395;460;50;64;27;0;225;401;1;0
2009;4;7;72;São Gonçalo;Grande Niterói;70;0;2;1;70;1443;434;102;115;35;0;282;742;0;0
2009;4;7;73;São Gonçalo;Grande Niterói;82;0;1;4;36;1140;339;24;70;18;0;166;124;0;0
2009;4;7;74;São Gonçalo;Grande Niterói;159;0;7;10;80;3020;550;18;129;37;0;261;303;0;0
2009;4;7;75;São Gonçalo;Grande Niterói;91;0;2;5;41;537;190;5;36;20;0;55;37;0;0
2009;4;12;76;Niterói;Grande Niterói;30;0;9;6;31;1496;205;49;72;10;4;579;300;0;0
2009;4;12;77;Niterói;Grande Niterói;14;0;1;10;11;1104;242;8;58;12;1;276;101;0;0
2009;4;12;78;Niterói;Grande Niterói;57;3;5;22;33;879;340;8;63;10;1;74;147;0;0
2009;4;12;79;Niterói;Grande Niterói;26;0;2;11;24;285;89;1;21;13;3;53;32;0;0
2009;4;12;81;Niterói;Grande Niterói;28;1;3;2;28;263;135;4;20;22;0;93;49;0;0
2009;4;12;82;Maricá;Grande Niterói;46;1;5;2;40;232;89;15;19;34;0;99;106;1;0
2009;4;25;118;Araruama;Interior;39;0;2;1;39;115;57;11;34;18;0;139;57;0;0
2009;4;25;124;Saquarema;Interior;13;0;2;2;28;55;38;2;11;21;0;85;33;0;0
2009;4;25;125;São Pedro da Aldeia;Interior;31;0;1;0;29;110;32;4;20;12;0;72;50;0;0
2009;4;25;126;"Cabo Frio;Arraial do Cabo";Interior;133;0;1;9;72;544;106;12;80;22;0;254;91;0;0
2009;4;25;127;Armação dos Búzios;Interior;18;0;0;0;13;56;13;2;6;14;0;82;178;0;0
2009;4;25;129;Iguaba Grande;Interior;5;0;1;0;5;40;14;1;6;9;0;34;11;0;0
2009;4;35;71;"Itaboraí;Tanguá";Interior;90;2;3;7;79;904;159;18;93;52;0;149;184;0;0
2009;4;35;119;Rio Bonito;Interior;3;0;0;0;17;48;29;11;6;9;0;62;26;0;0
2009;4;35;120;Silva Jardim;Interior;8;0;4;0;8;8;10;4;4;5;0;5;5;0;0
2009;4;35;159;Cachoeiras de Macacu;Interior;9;0;1;0;9;14;7;1;1;9;0;33;14;0;0
2009;5;10;88;Barra do Pirai;Interior;12;0;0;0;18;30;13;8;19;11;0;51;29;0;0
2009;5;10;91;Valença;Interior;6;0;0;0;24;15;6;2;5;9;0;65;9;0;0
2009;5;10;92;Rio das Flores;Interior;0;0;0;0;3;0;1;0;1;1;0;8;6;0;0
2009;5;10;94;Piraí;Interior;1;0;1;0;9;10;8;14;3;5;0;13;52;0;0
2009;5;10;95;Vassouras;Interior;7;1;0;0;9;10;5;10;0;5;0;42;7;0;0
2009;5;10;96;"Miguel Pereira;Paty dos Alferes";Interior;3;0;0;0;21;7;1;0;1;4;0;29;18;0;0
2009;5;10;97;Mendes;Interior;3;0;0;0;5;6;1;0;0;1;0;30;5;0;0
2009;5;10;98;Engenheiro Paulo de Frontin;Interior;2;0;0;0;6;4;4;1;1;0;0;6;3;0;0
2009;5;10;101;Pinheiral;Interior;2;0;0;0;9;10;2;1;8;3;0;5;3;0;0
2009;5;10;168;Rio Claro;Interior;3;0;1;0;11;3;1;0;1;6;0;7;8;0;0
2009;5;28;90;Barra Mansa;Interior;51;2;1;1;28;114;26;8;44;13;0;179;151;0;0
2009;5;28;93;Volta Redonda;Interior;91;1;0;0;77;326;57;6;102;33;2;200;123;0;0
2009;5;28;100;"Porto Real;Quatis";Interior;5;0;0;0;10;16;6;4;2;9;0;8;12;0;0
2009;5;33;165;Mangaratiba;Interior;12;1;0;1;12;30;12;3;5;6;0;35;26;0;0
2009;5;33;166;Angra dos Reis;Interior;59;2;0;11;51;83;6;1;14;10;0;199;35;0;0
2009;5;33;167;Paraty;Interior;27;0;2;0;15;29;2;0;16;10;0;47;19;0;0
2009;5;37;89;Resende;Interior;34;1;1;0;16;191;40;4;70;6;0;136;51;0;0
2009;5;37;99;Itatiaia;Interior;6;0;0;0;4;25;4;1;11;1;0;18;14;0;0
2009;6;8;134;Campos dos Goytacazes;Interior;102;1;4;3;67;902;139;31;88;50;0;246;146;0;0
2009;6;8;141;São Fidélis;Interior;4;0;1;0;5;7;1;7;3;3;0;17;5;0;0
2009;6;8;145;São João da Barra;Interior;12;1;0;1;18;17;11;1;5;16;0;20;9;0;0
2009;6;8;146;Campos dos Goytacazes;Interior;129;0;0;1;72;326;74;17;35;21;0;27;144;0;0
2009;6;8;147;São Francisco de Itabapoana;Interior;24;0;0;2;17;19;12;2;3;7;0;31;42;0;0
2009;6;29;138;Laje do Muriaé;Interior;0;0;0;0;3;2;0;0;0;0;0;5;0;0;0
2009;6;29;139;Porciúncula;Interior;2;0;0;1;7;3;1;0;0;1;0;23;5;0;0
2009;6;29;140;"Natividade;Varre-Sai";Interior;1;0;0;0;7;1;0;0;4;1;0;12;1;0;0
2009;6;29;143;"Itaperuna;São José de Ubá";Interior;40;0;4;0;27;44;2;4;24;12;0;83;32;0;0
2009;6;29;144;Bom Jesus de Itabapoana;Interior;2;0;0;0;4;5;3;0;0;3;1;36;6;0;0
2009;6;32;121;Casimiro de Abreu;Interior;10;0;1;2;11;15;20;21;4;3;0;24;16;0;0
2009;6;32;122;Conceição de Macabú;Interior;12;0;0;1;5;1;6;3;4;0;0;10;20;0;0
2009;6;32;123;Macaé;Interior;68;0;1;8;62;836;197;38;89;37;0;208;103;0;0
2009;6;32;128;Rio das Ostras;Interior;43;0;2;1;35;373;83;9;43;43;0;98;65;3;0
2009;6;32;130;"Quissamã;Carapebus";Interior;4;0;2;0;39;10;9;8;8;6;0;17;23;0;0
2009;6;36;135;Itaocara;Interior;2;0;0;0;6;3;4;0;2;5;0;8;12;0;0
2009;6;36;136;"Santo Antônio de Pádua;Aperibé";Interior;4;1;1;0;11;8;0;4;0;7;0;26;10;0;0
2009;6;36;137;Miracema;Interior;0;0;0;0;9;16;0;0;2;2;0;18;7;0;0
2009;6;36;142;Cambuci;Interior;0;0;0;0;3;1;2;0;0;0;0;4;8;0;0
2009;6;36;155;São Sebastião do Alto;Interior;2;0;1;0;4;1;2;0;0;1;0;5;0;0;0
2009;7;11;151;Nova Friburgo;Interior;41;2;1;1;46;189;22;9;99;20;1;177;117;0;0
2009;7;11;152;Duas Barras;Interior;4;0;0;0;4;3;1;0;0;0;0;2;5;0;0
2009;7;11;153;Cantagalo;Interior;1;0;0;0;7;8;5;0;2;2;0;14;6;0;0
2009;7;11;154;"Cordeiro;Macuco";Interior;3;0;0;0;7;9;1;0;4;3;0;20;3;0;0
2009;7;11;156;Santa Maria Madalena;Interior;1;0;0;0;6;1;4;0;0;1;0;1;2;0;0
2009;7;11;157;Trajano de Morais;Interior;1;1;0;0;1;1;2;2;0;2;0;3;2;0;0
2009;7;11;158;Bom Jardim;Interior;4;0;0;0;5;5;1;1;6;3;0;20;9;0;0
2009;7;26;105;Petrópolis;Interior;19;0;2;1;67;125;33;11;48;24;0;295;57;0;0
2009;7;26;106;Petrópolis;Interior;3;0;1;0;15;28;11;4;16;8;0;41;22;0;0
2009;7;30;104;São José do Vale do Rio Preto;Interior;1;0;0;0;13;2;0;0;1;1;0;6;0;0;0
2009;7;30;110;Teresópolis;Interior;24;0;0;3;53;87;15;2;23;28;0;227;49;0;0
2009;7;30;111;Sumidouro;Interior;1;0;1;0;1;0;3;0;5;2;0;4;6;0;0
2009;7;30;112;Carmo;Interior;1;0;0;0;10;1;4;1;3;1;0;7;2;0;0
2009;7;38;107;Paraíba do Sul;Interior;4;0;0;0;5;7;1;2;5;2;0;40;8;0;0
2009;7;38;108;"Comendador Levy Gasparian;Areal;Três Rios";Interior;12;0;3;1;15;50;15;17;16;9;0;66;23;0;0
2009;7;38;109;Sapucaia;Interior;0;0;0;0;5;1;8;9;0;2;0;10;8;0;0
